2024-10-16 21:46:02
68774054,풍기인삼 6년근 파삼 세척삼 750g,"3,467원/100g",26000,1몰,,인삼
48882107,LG생활건강 리튠 금강진액 홍삼앰플 골드 20ml 28병,1개,58850,10몰,"1,051원/10ml","홍삼/형태: 음료(액상)/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1병/섭취기간: 30일분/
진세노사이드 1일함량:13.1mg/원재료: 6년근/건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
29188973,금산홍삼랜드 지강인 철이네 홍삼액 100ml 50포,1개,59500,2몰,119원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1~3회, 1포/특징: 파우치형/
[원재료/함량] 원재료: 6년근/홍삼추출액100%,고형분1.7%/40%/60%/국산"
64135190,CJ제일제당 한뿌리 흑삼정 로얄블랙진 10g 30포,8개,208000,2몰,867원/10g,"홍삼/형태: 음료(액상), 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 30일분/특징: 스틱형/
진세노사이드 1일함량:3mg/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
28159994,개성고려삼인 진삼명가 6년근 홍삼정 오리진 스틱 10g 100포,1개,43900,6몰,439원/10g,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 8mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 4%(고형분 60% 이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
18067595,상아제약 키즈 홍삼정 베이비타임 10ml 30포,2,24600,4몰,1개,"홍삼/형태: 추출액/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼추출액 54%(고형분 0.4%)"
18067601,상아제약 키즈 홍삼정 베이비타임 10ml 30포,1,42740,5몰,2개,"홍삼/형태: 추출액/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼추출액 54%(고형분 0.4%)"
18067607,상아제약 키즈 홍삼정 베이비타임 10ml 30포,3개,72900,2몰,810원/10ml,"홍삼/형태: 추출액/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼추출액 54%(고형분 0.4%)"
18067484,유나이티드인터팜 홍삼정 240g,2개,101920,4몰,"2,123원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 2스푼(8g)/
[진세노사이드 일일섭취량] 3.5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 12.5%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
29259395,한국인삼공사 정관장 홍삼 진고 100g 2병 홍삼진액 홍삼엑기스 떠먹는홍삼,"5,070원/10g",50700,2몰,,
18051854,대동고려삼 대동홍삼 뼈애면역애 12g 30포,1개,55620,9몰,155원/1g,"인삼/형태: 농축액/섭취대상: 성인여성/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 25mg/
[원재료/함량] 원재료: 6년근/인삼농축액 13.8%(고형분 60%이상)/배합비율: 인삼근 70%, 미삼 30%/
[인증] 건강기능식품/GMP/기능성: 갱년기 개선, 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
30348443,고려인삼 건삼 피부직삼 5년1등25편,1개,48900,1몰,"48,900원/1개",인삼/국산
29794811,고려인삼 건삼 피부직삼 6년2등15편,1개,55000,3몰,"55,000원/1개",인삼/국산
28954940,아이에스컴퍼니 장성 새싹삼 중 30개,1개,17860,2몰,"17,860원/1개",새싹삼/국산
28954934,고려인삼 건삼 피부직삼 6년1등25편,1개,56990,3몰,"56,990원/1개",인삼/국산
28954322,고려인삼 건삼 피부직삼 6년2등25편,1개,51900,1몰,"51,900원/1개",인삼/국산
28954268,고려인삼 건삼 피부직삼 6년1등15편,1개,61990,3몰,"61,990원/1개",인삼/국산
30246872,고려인삼유통 6년근 고려홍삼정 골드 2개입 + 쇼핑백 250g 2개,,39800,2몰,,
66530339,금산인삼 수삼 명절기획상품 인삼선물세트 650g,,56900,3몰,,
18006389,몸엔용바이오 몸엔용 키엔용 플러스 80ml 10포,1,42000,3몰,1개,"홍삼/형태: 추출액/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 1회, 1회 1포/특징: 녹용함유/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.1%(고형분 60%이상, 홍삼성분 70mg/g이상)/녹용추출액 30%(고형분 0.1%)"
18006410,몸엔용바이오 몸엔용 키엔용 플러스 80ml 10포,2,110600,3몰,3개,"홍삼/형태: 추출액/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 1회, 1회 1포/특징: 녹용함유/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.1%(고형분 60%이상, 홍삼성분 70mg/g이상)/녹용추출액 30%(고형분 0.1%)"
29300702,한국인삼공사 정관장 홍삼달임액 지삼 _국내산6년근홍삼100%추출,,287780,1몰,,홍삼/건강식품/홍삼/녹용/흑염소/절편/환/차
29271167,명품정 6년근 고려 홍삼스틱 진 실속형 10g x 100개입,,105840,4몰,,홍삼/건강식품/홍삼/녹용/흑염소/홍삼정/농축액
29198264,뉴스킨 슈퍼 키즈 발효 홍삼 15g 30포,1개,55920,2몰,"1,864원/1개","홍삼/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 스틱형/진세노사이드(1g당): 7.5mg/
[원재료/함량] 원재료: 6년근/발효홍삼농축액/70%/30%/국산/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 영양보충, 피로 개선, 항산화, 혈행개선"
17956712,고려은단 홍삼 은단 12g 5개,1개,18820,5몰,"3,137원/10g","홍삼/형태: 환/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍심농축분말 9.2%/배합비율: 홍삼근 70% 홍미삼 30%"
29921858,개성인삼농협 개성상인 녹용홍삼스틱 10ml 30포 x 4박스 120포 6년근 국내산 홍삼,,48370,2몰,,
29189096,한국인삼공사 정관장 홍삼정 지 200g,1개,953940,2몰,"47,697원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 3회,1g/진세노사이드(1g당): 6.4mg/
[원재료/함량] 원재료: 6년근/홍삼농축액100%,고형분68%/100%/국산/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
29276012,종근당건강 모겐잘 10g x 35포 진액 스틱 1박스,,27300,12몰,,홍삼/건강식품/홍삼/녹용/흑염소/홍삼정/농축액
57633605,정관장 홍이장군 로얄 1단계 15ml 30포,2,159700,1몰,2개,"홍삼/형태: 음료(액상)/섭취대상: 유아,청소년/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 파우치형/
진세노사이드 1일함량:3mg/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
62213780,정관장 홍이장군 로얄 1단계 15ml 30포,1,85530,2몰,1개,"홍삼/형태: 음료(액상)/섭취대상: 유아,청소년/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 파우치형/
진세노사이드 1일함량:3mg/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
30285020,푸름웰니스 프리미엄 홍삼스틱 12mg 10g x 100포 12mg,698원/10g,69810,2몰,,"섭취대상: 성인남녀/
[원재료/함량] 원재료: 6년근/건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
17886443,현대약품 홍삼의힘 흑생 75ml 10병,1,19260,2몰,1개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1병/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.15%(고형분 60%이상, 홍삼사포닌 70mg/g)"
17886485,현대약품 홍삼의힘 흑생 75ml 10병,2,61740,1몰,4개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1병/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.15%(고형분 60%이상, 홍삼사포닌 70mg/g)"
62213234,뉴스킨 발효 홍삼 프리미엄 30포,1개,131530,2몰,"4,384원/1포","홍삼/섭취대상: 성인남녀/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
29273951,일동 콘드로이친S 1000 mg 60정 콘드로이친S 1000mg 60정 콘드로이친S 1000mg 60정,,32900,1몰,,홍삼/건강식품/홍삼/녹용/흑염소/절편/환/차
29190416,한국인삼공사 정관장 홍삼원골드 100ml 24포 쇼핑백포함 선물세트 홍삼원골드 100ml,,43640,2몰,,특징: 선물세트/홍삼/건강식품/홍삼/녹용/흑염소/절편/환/차
28957289,3등급 홍삼세미 300g,1개,29070,3몰,"9,690원/100g",홍삼
17832662,풍년보감 고려홍삼정 투데이굿타임 15g 50포,1개,25900,1몰,345원/10g,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼추출액 15%(고형분 2%이상)"
17832644,풍년보감 고려홍삼정 투데이굿타임 15g 100포,1개,29900,1몰,199원/10g,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼추출액 15%(고형분 2%이상)"
17832557,풍년보감 6년근 고려홍삼정 투데이굿타임 골드 10g 300포,1개,102900,1몰,343원/10g,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼추출액 15%(고형분 2%이상)"
17832545,풍년보감 6년근 고려홍삼정 투데이굿타임 골드 10g 100포,1개,37900,3몰,379원/10g,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼추출액 15%(고형분 2%이상)"
17832533,풍년보감 6년근 고려홍삼정 투데이굿타임 골드 10g 50포,1개,102900,1몰,"2,058원/10g","홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼추출액 15%(고형분 2%이상)"
28957445,삼바이 토종 산양산삼 소삼 10뿌리 세트,"24,900원/1개",24900,1몰,,산삼/특징: 선물세트
17818202,고려천홍삼 데일리 홍삼 농축스틱 골드 15g 100포,1개,26290,25몰,"1,753원/10g","홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼추출액 28%(고형분 2%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] GMP"
17818151,고려천홍삼 데일리 홍삼 농축스틱 골드 15g 10포,1,7590,15몰,1개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼추출액 28%(고형분 2%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] GMP"
17818163,고려천홍삼 데일리 홍삼 농축스틱 골드 15g 10포,2,9510,11몰,2개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼추출액 28%(고형분 2%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] GMP"
17817602,혜윰 나날공진 15g 10포,1개,59260,4몰,"3,951원/10g","홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1~2회, 1회 1포/특징: 스틱형, 녹용함유/
[원재료/함량] 원재료: 6년근"
17817176,푸름웰니스 프리미엄 6년근 홍삼스틱 10g 100포,1개,45410,1몰,454원/10g,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 3mg/
[원재료/함량] 원재료: 6년근/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
17815559,풍기인삼공사 김정환홍삼 김정환홍삼캔디 200g,1개,5900,1몰,295원/10g,"홍삼/형태: 캔디,츄어블/섭취대상: 성인남녀"
17815502,일광제과 고려홍삼캔디2 700g,2개,13410,1몰,96원/10g,"홍삼/형태: 캔디,츄어블/섭취대상: 성인남녀"
29613419,홍삼세미 1등급 300g,1개,47470,1몰,"1,582원/10g",
29273648,한국인삼공사 정관장 굿베이스 홍삼본황 40ml x 30포,,50990,2몰,,홍삼/건강식품/홍삼/녹용/흑염소/홍삼액
28955297,훈훈한농부 금산 울몸애 수삼더덕 선물세트 1.5kg,1개,73640,8몰,"4,909원/100g",수삼/특징: 선물세트
17807108,잘론네츄럴 장인정신 에브리데이 튼튼지니어스 홍삼젤리 15포,1,25900,1몰,1개,"홍삼/형태: 젤리/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 3mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 (고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
17807123,잘론네츄럴 장인정신 에브리데이 튼튼지니어스 홍삼젤리 15포,2,55900,1몰,3개,"홍삼/형태: 젤리/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 3mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 (고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
17801237,휴럼 품격다른 산삼배양근 20ml 30병,1,99990,2몰,1개,"산삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1~2회, 1회 1병/
[원재료/함량] 산삼배양근추출액 80%"
17801240,휴럼 품격다른 산삼배양근 20ml 30병,2,126000,1몰,2개,"산삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1~2회, 1회 1병/
[원재료/함량] 산삼배양근추출액 80%"
29457077,한국인삼공사 정관장 홍삼원 70ml 90포,"1,111원/1포",100000,1몰,,
56495909,종근당건강 침향환 프리미엄 30환,4개,305990,2몰,,형태: 환/섭취대상: 성인남녀
29253059,휴럼 홍삼 프리미엄 골드 50ml 30포,1개,38990,3몰,"1,300원/1포","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/진세노사이드(1g당): 11mg/
[원재료/함량] 원재료: 6년근/6년근홍삼농축액1.6%,고형분60%이상/70%/30%/국산/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
29252861,금산 홍삼절편 200g 선물세트,1개,27800,1몰,"1,390원/10g",홍삼/형태: 절편/섭취대상: 성인남녀/특징: 선물세트
10333431,농협홍삼 한삼인 홍삼정심 100g,1,17490,13몰,1개,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 8g/
[진세노사이드 일일섭취량] 7.3mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 11.5%(고형분 65%이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
18733877,농협홍삼 한삼인 홍삼정심 100g,2,69970,11몰,2개,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 8g/
[진세노사이드 일일섭취량] 7.3mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 11.5%(고형분 65%이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
18733892,농협홍삼 한삼인 홍삼정심 100g,3개,101920,1몰,"3,397원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 8g/
[진세노사이드 일일섭취량] 7.3mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 11.5%(고형분 65%이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
18733928,농협홍삼 한삼인 홍삼정심 100g,5개,162890,1몰,"3,258원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 8g/
[진세노사이드 일일섭취량] 7.3mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 11.5%(고형분 65%이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
17775548,한국인삼공사 정관장 홍삼보력 50ml 60포,1,75470,18몰,1개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.8%(고형분 60%, 홍삼성분 70mg/g 이상)"
17775623,한국인삼공사 정관장 홍삼보력 50ml 60포,2개,226830,3몰,378원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.8%(고형분 60%, 홍삼성분 70mg/g 이상)"
17775635,한국인삼공사 정관장 홍삼보력 50ml 60포,2,208390,4몰,3개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.8%(고형분 60%, 홍삼성분 70mg/g 이상)"
17775647,한국인삼공사 정관장 홍삼보력 50ml 60포,5개,387210,8몰,258원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.8%(고형분 60%, 홍삼성분 70mg/g 이상)"
17765936,풍기인삼농협 황풍정 풍기 홍삼액 골드 80ml 30포,1개,33020,5몰,138원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 2~3회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼추출액 30%(고형분 0.6% 이상)/GMP"
17765237,종근당건강 산삼배양근 진 20ml 21병,1개,37190,11몰,885원/10ml,"산삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1병/
[원재료/함량] 홍삼농축액 0.15%(고형분 60%, 홍삼성분 70mg/g)/산삼배양근추출액 90%(고형분 0.5%)"
29218658,GC녹십자 면역 라이프 홍삼진액 30포x2개 2개월분 +쇼핑백,,80470,1몰,,홍삼/건강식품/홍삼/녹용/흑염소/절편/환/차
28957229,금산인삼 금산인삼 수삼 흠있는 난발삼 중 1채 700~750g,"3,537원/100g",26530,3몰,,인삼
17751749,한국인삼공사 정관장 활기력 20ml 15병,1,35620,8몰,1개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1회 1병/특징: 선물세트/
[원재료/함량] 원재료: 6년근/홍삼농축액 5%(고형분 60%, 홍삼성분 70mg/g)"
17751770,한국인삼공사 정관장 활기력 20ml 15병,2,66520,15몰,2개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1회 1병/특징: 선물세트/
[원재료/함량] 원재료: 6년근/홍삼농축액 5%(고형분 60%, 홍삼성분 70mg/g)"
62637893,한국인삼공사 정관장 활기력 20ml 15병,3개,103390,5몰,"1,149원/10ml","홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1회 1병/특징: 선물세트/
[원재료/함량] 원재료: 6년근/홍삼농축액 5%(고형분 60%, 홍삼성분 70mg/g)"
29206976,향토농산 천종 산삼배양근 골드 20ml,30개,45900,2몰,,홍삼
27552719,한국인삼공사 정관장 다보록 감사편 기품,1개,389890,7몰,,"홍삼/섭취대상: 성인남녀/특징: 선물세트/
[인증] 건강기능식품/
[구성] 홍삼정리미티드 100g x 2개+홍삼톤리미티드 50ml x 20포"
27552668,한국인삼공사 정관장 다보록 감사편 품격,1개,229740,3몰,,"홍삼/섭취대상: 성인남녀/특징: 선물세트/
[인증] 건강기능식품/
[구성] 홍삼정 에브리타임 리미티드 10ml x 40포+홍삼톤골드 40ml x 20포"
27552602,한국인삼공사 정관장 다보록 감사편 경의,1개,198000,2몰,,"홍삼/섭취대상: 성인남녀/특징: 선물세트/
[인증] 건강기능식품/
[구성] 홍삼정 에브리타임 밸런스 10ml x 40포+홍삼진본 40ml x 20포"
18666722,한국인삼공사 정관장 다보록 진심편 행복,1개,86820,29몰,,"홍삼/섭취대상: 성인남녀/특징: 선물세트/
[원재료/함량] 원재료: 6년근/
[인증] 건강기능식품/
[구성] 홍삼진본 40ml x 20포+홍삼진고 10g x 20포"
17750981,한국인삼공사 정관장 다보록 진심편 정성,1개,100920,52몰,,"홍삼/섭취대상: 성인남녀/특징: 선물세트/
[인증] 건강기능식품/
[구성] 홍삼톤 50ml x 21포+홍삼진고 100g x 2개"
17750660,고려인삼연구 홍삼정 에브리 굿데이 골드 스틱 10g 30포,1개,77900,2몰,"2,597원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 10mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 16.5%(고형분 60%이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
60046220,고려인삼엑스포공사 키커골드 20포,1개,80000,1몰,"4,000원/1포","홍삼/형태: 음료(액상)/섭취대상: 유아,청소년"
59976893,믿음의나무 양지홍삼 홍삼진액 활화삼 80ml x 30팩,1개,51030,1몰,,홍삼
17739479,동의삼 기력보환 3.75g 60환,1개,62500,1몰,"2,778원/10g","홍삼/형태: 환/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1환/특징: 녹용함유/
[원재료/함량] 원재료: 6년근"
17735783,풍년보감 녹용 골드 12g 20포,5개,54900,1몰,458원/10g,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형, 녹용함유/
[원재료/함량] 원재료: 6년근/녹용추출액 10%(고형분 0.2%)"
17729960,래오이경제 황제진액 홍삼 골드 60ml 30포,1,25410,10몰,1개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축액 4.8%(고형분 60%, 홍삼성분 70mg/g)"
19979126,래오이경제 황제진액 홍삼 골드 60ml 30포,2,119680,4몰,5개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축액 4.8%(고형분 60%, 홍삼성분 70mg/g)"
17721842,금산홍삼 홍삼마을홍삼제품 홍삼정과 500g,1개,50000,1몰,"1,000원/10g",홍삼/형태: 정과/섭취대상: 성인남녀
49925465,정관장 홍삼본정 데일리 스틱 10ml 30포,1개,73000,4몰,"2,433원/10ml",섭취대상: 성인남녀/특징: 스틱형/원재료: 6년근
28958252,종근당건강 천종 산삼배양근 30병 산삼 홍삼 비타민C,,59900,2몰,,비타민C/농산물/채소/인삼/산삼
17719274,동의삼 천녹용홍삼침향 진액스틱 10g 30포,1개,56000,1몰,"1,867원/10g","홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축액 (고형분 60%이상, 홍삼성분 70mg/g)/녹용추출액 5%(고형분 0.1%)/배합비율: 홍삼근 70%, 홍미삼 30%"
17718965,동의삼 6년근 홍삼녹용 원데이스틱 10g 30포,1개,127400,1몰,"4,247원/10g","홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축액 (고형분 60%이상, 홍삼성분 70mg/g)/녹용추출액 5%(고형분 0.1%)/배합비율: 홍삼근 70%, 홍미삼 30%"
17713307,동의삼 프리미엄 데일리 발효홍삼스틱 10g 30포,1개,140720,2몰,"4,691원/10g","홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/발효홍삼농축액 (고형분 60%이상, 홍삼성분 70mg/g)/배합비율: 홍삼근 70%, 홍미삼 30%"
64346792,정관장 홍삼정화스틱 10ml 30포,1개,106190,1몰,"3,540원/10ml","홍삼/섭취대상: 성인남녀/특징: 스틱형/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
29208527,순수식품 6년근 홍삼정 에브리데이 1박스 30포,,23140,4몰,,홍삼/건강식품/홍삼/녹용/흑염소/홍삼정/농축액
29185190,한국인삼공사 정관장 홍삼정 에브리타임 밸런스 핏 10ml 10포,1개,36090,1몰,"3,609원/10ml","홍삼/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회,1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축액21%,고형분64%"
17707856,동의삼 꿀배도라지홍삼 진액스틱 10g 100포,1개,38900,13몰,389원/10g,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.25%(고형분 60%, 홍삼성분 70mg/g)/배도라지혼합추출액 98.65%/배합비율: 홍삼근 70%, 홍미삼 30%"
17707808,동의삼 꿀배도라지홍삼 진액스틱 10g 30포,1개,24000,2몰,800원/10g,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.25%(고형분 60%, 홍삼성분 70mg/g)/배도라지혼합추출액 98.65%/배합비율: 홍삼근 70%, 홍미삼 30%"
17705675,한국인삼공사 정관장 홍삼정화스틱 10ml 30포,1개,109000,1몰,"3,633원/10ml","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 3mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 10%(고형분 64%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
28957283,친환경팔도 영동 건강한 새싹삼 대 50뿌리,,27180,10몰,,새싹삼
67402697,금산인삼 6년근 원수삼특대1kg 고급 명절선물,,84920,2몰,,
